Show_ID,Performing,date,time,genre,venue,city,state,long,lat
246,Little Shop of Horrors,2023-12-20,20:00:00,"{'id': 'KnvZfZ7v7l1', 'name': 'Theatre'}",Westside Theatre Upstairs - NY,New York,NY,-73.9758,40.785999
247,Scott Bradlee's Postmodern Jukebox,2023-12-20,20:00:00,"{'id': 'KnvZfZ7vAvE', 'name': 'Jazz'}",Town Hall,New York,NY,-73.98447747,40.75599205
248,"For Lack of a Term, Another Astronaut",2023-12-20,21:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Mercury Lounge,New York,NY,-73.986806,40.722036
249,A Lorna Shore Christmas,2023-12-21,18:00:00,"{'id': 'KnvZfZ7vAvt', 'name': 'Metal'}",The Paramount,Huntington,NY,-73.42591099,40.86969685
250,Yule Dogs,2023-12-21,18:30:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Mercury Lounge,New York,NY,-73.986806,40.722036
251,Little Shop of Horrors,2023-12-21,19:00:00,"{'id': 'KnvZfZ7v7l1', 'name': 'Theatre'}",Westside Theatre Upstairs - NY,New York,NY,-73.9758,40.785999
252,Midtown,2023-12-21,19:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",The Wellmont Theater,Montclair,NJ,-74.2165153,40.8124988
253,Black Panther In Concert w/ New York Philharmonic,2023-12-21,19:30:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",David Geffen Hall,New York,NY,-73.9841,40.7761
254,Travis Scott Utopia Tour Presents Circus Maximus,2023-12-21,20:00:00,"{'id': 'KnvZfZ7vAv1', 'name': 'Hip-Hop/Rap'}",Madison Square Garden,New York,NY,-73.9916006,40.7497062
255,8Track,2023-12-21,20:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Garcia's at The Capitol Theatre,Port Chester,NY,-73.6654488,41.0013461
256,Starfish: Stand-Up Comedy Special,2023-12-21,17:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Sony Hall,New York,NY,-73.987302,40.759631
257,Dudley Swing Sessions,2023-12-21,21:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Spotlight at The Paramount,Huntington,NY,-73.42577,40.86965
258,Emo Night Brooklyn  21 And Over Event,2023-12-21,21:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",The Stone Pony,Asbury Park,NJ,-74.00071097,40.220001
259,"Alex Cano, Dan Zlotnick Band And Emily Angell Band",2023-12-22,19:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Garcia's at The Capitol Theatre,Port Chester,NY,-73.6654488,41.0013461
260,Disco Unlimited,2023-12-22,19:00:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",Cutting Room,New York,NY,-73.982597,40.738602
261,"The Hard Maybes, American Stereo And The Extensions 21+ Event",2023-12-22,19:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",The Wonder Bar,Asbury Park,NJ,-73.99950139,40.22328639
262,The Nerds - Holiday Party Special Guest: Illegally Blind,2023-12-22,19:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",The Stone Pony,Asbury Park,NJ,-74.00071097,40.220001
263,Black Panther In Concert w/ New York Philharmonic,2023-12-22,20:00:00,"{'id': 'KnvZfZ7vAvl', 'name': 'Other'}",David Geffen Hall,New York,NY,-73.9841,40.7761
264,New York Pops,2023-12-22,20:00:00,"{'id': 'KnvZfZ7vAeJ', 'name': 'Classical'}",Stern Auditorium / Perelman Stage at Carnegie Hall,New York,NY,-73.985298,40.765202
